1	1	2	0	0	0.020	0.032	-0.00005	-0.00007	0.00000	-0.00002
1	1	2	1	0	-0.017	0.442	-0.00044	-0.00047	0.00001	-0.00001
1	1	2	2	0	-0.074	-0.273	0.00131	0.00130	-0.00001	0.00001
1	1	2	3	0	0.044	0.229	0.00075	0.00065	0.00001	0.00000
1	2	2	0	0	3.065	1.231	-0.00013	-0.00010	0.00000	-0.00001
1	2	2	1	0	3.065	1.517	-0.00053	-0.00058	-0.00001	-0.00001
1	2	2	2	0	3.076	0.842	0.00112	0.00111	-0.00001	-0.00002
1	2	2	3	0	3.007	1.479	0.00060	0.00057	-0.00002	-0.00005
1	3	2	0	0	3.601	0.235	-0.00004	0.00001	-0.00006	-0.00002
1	3	2	1	0	3.594	0.742	-0.00041	-0.00042	-0.00003	0.00001
1	3	2	2	0	3.584	-0.004	0.00126	0.00127	-0.00001	0.00001
1	3	2	3	0	3.671	0.532	0.00067	0.00069	-0.00003	-0.00001
1	4	2	0	0	3.576	0.249	-0.00010	-0.00008	-0.00002	-0.00002
1	4	2	1	0	3.591	0.829	-0.00051	-0.00056	0.00000	0.00001
1	4	2	2	0	3.493	0.099	0.00117	0.00116	0.00001	-0.00002
1	4	2	3	0	3.500	0.604	0.00063	0.00060	-0.00004	-0.00003
1	1	1	0	0	-0.017	0.012	-0.00003	-0.00003	0.00002	-0.00001
1	1	1	1	0	0.022	0.473	-0.00039	-0.00044	0.00004	0.00000
1	1	1	2	0	-0.077	-0.282	0.00129	0.00127	0.00000	-0.00001
1	1	1	3	0	0.008	0.280	0.00071	0.00068	-0.00001	-0.00001
1	5	2	0	0	4.309	-0.563	-0.00008	-0.00005	-0.00007	-0.00002
1	5	2	1	0	4.357	-0.034	-0.00047	-0.00045	-0.00003	0.00000
1	5	2	2	0	4.233	-0.796	0.00133	0.00130	-0.00002	0.00003
1	5	2	3	0	4.345	-0.137	0.00068	0.00066	0.00000	0.00005
1	2	1	0	0	2.570	0.996	-0.00014	-0.00008	0.00002	-0.00001
1	2	1	1	0	2.618	1.414	-0.00055	-0.00047	0.00001	0.00000
1	2	1	2	0	2.527	0.629	0.00125	0.00122	0.00002	-0.00001
1	2	1	3	0	2.582	1.090	0.00069	0.00068	-0.00004	-0.00007
1	1	5	0	0	-0.029	0.011	-0.00008	-0.00005	-0.00002	-0.00002
1	1	5	1	0	0.015	0.422	-0.00045	-0.00047	0.00002	0.00001
1	1	5	2	0	-0.070	-0.281	0.00129	0.00130	0.00000	-0.00001
1	1	5	3	0	-0.022	0.311	0.00070	0.00067	-0.00001	-0.00002
1	3	1	0	0	3.466	0.051	-0.00002	0.00000	-0.00004	0.00002
1	3	1	1	0	3.428	0.495	-0.00045	-0.00048	-0.00002	0.00002
1	3	1	2	0	3.405	-0.287	0.00127	0.00133	-0.00001	-0.00002
1	3	1	3	0	3.440	0.328	0.00078	0.00078	-0.00002	0.00000
1	2	5	0	0	3.168	1.426	-0.00009	-0.00012	0.00000	-0.00003
1	2	5	1	0	3.120	1.989	-0.00055	-0.00052	0.00000	-0.00003
1	2	5	2	0	3.062	1.266	0.00114	0.00110	0.00000	0.00001
1	2	5	3	0	3.065	1.760	0.00054	0.00051	-0.00003	-0.00004
