phix alignment so merging alignments with
recalibrated qvals
do not compress output bam file
input bam file ../8926_2.bam
intensity_dir /nfs/sf47/ILorHSany_sf47/analysis//121130_HS9_08926_A_C16HRACXX/Data/Intensities
cstart1 1
cstart2 84
ct 8926_4_purity_cycle_caltable.txt
intensity directory /nfs/sf47/ILorHSany_sf47/analysis//121130_HS9_08926_A_C16HRACXX/Data/Intensities
Recalibrating...
Will write to stdout
[Mon Dec 10 07:30:34 GMT 2012] uk.ac.sanger.npg.picard.BamMerger ALIGNED_BAM=pb_align_8926_4.bam INPUT=/dev/stdin OUTPUT=8926_4.bam KEEP_EXTRA_UNMAPPED_READS=true REPLACE_ALIGNED_BASE_QUALITY=true VALIDATION_STRINGENCY=SILENT CREATE_MD5_FILE=true    ALIGNMENT_PROGRAM_ID=bwa KEEP_ALL_PG=false VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false
Cmd: /software/solexa/bin/pb_calibration/v10.1/spatial_filter -a  -f  -u  -F pb_align_8926_4.bam.filter -
[Mon Dec 10 07:30:34 GMT 2012] Executing as srpipe@sf-5-2-16 on Linux 2.6.32.59-sles-lustre-1.8.8wc1 amd64; Java HotSpot(TM) 64-Bit Server VM 1.6.0_14-b08; Picard version: V1.08
INFO	reading calibration table 8926_4_purity_cycle_caltable.txt
Processing tile 1304 (160258112)
Processing tile 1305 (164702164)
Processing tile 1306 (169216138)
Processing tile 1307 (173758972)
Processing tile 1308 (178376146)
Processing tile 1309 (182603688)
Processing tile 1310 (187223350)
Processing tile 1311 (191935388)
Processing tile 1312 (196653972)
Processing tile 1313 (201417334)
Processing tile 1314 (206159672)
Processing tile 1315 (210896430)
Processing tile 1316 (215742134)
Processing tile 2101 (220550030)
Processing tile 2102 (225106072)
Processing tile 2103 (229681642)
Processing tile 2104 (234099210)
Processing tile 2105 (238574792)
Processing tile 2106 (243090120)
Processing tile 2107 (247572300)
Processing tile 2108 (252124418)
Processing tile 2109 (256095122)
Processing tile 2110 (260603410)
Processing tile 2111 (265172306)
Processing tile 2112 (269697196)
Processing tile 2113 (274273248)
Processing tile 2114 (278821286)
Processing tile 2115 (283295604)
Processing tile 2116 (287873102)
Processing tile 2201 (292384772)
Processing tile 2202 (297034430)
Processing tile 2203 (301703304)
Processing tile 2204 (306196102)
Processing tile 2205 (310778164)
Processing tile 2206 (315450748)
Processing tile 2207 (320101232)
Processing tile 2208 (324822692)
Processing tile 2209 (329097248)
Processing tile 2210 (333804866)
Processing tile 2211 (338573036)
Processing tile 2212 (343359032)
Processing tile 2213 (348205734)
Processing tile 2214 (352999196)
Processing tile 2215 (357744852)
Processing tile 2216 (362586860)
Processing tile 2301 (367378778)
Processing tile 2302 (371741426)
Processing tile 2303 (376126196)
Processing tile 2304 (380378200)
Processing tile 2305 (384717172)
Processing tile 2306 (389144602)
Processing tile 2307 (393586716)
Processing tile 2308 (398098952)
Processing tile 2309 (402205002)
Processing tile 2310 (406733980)
Processing tile 2311 (411325526)
Processing tile 2312 (415928036)
Processing tile 2313 (420604818)
Processing tile 2314 (425246118)
Processing tile 2315 (429790336)
Processing tile 2316 (434469758)
Wrote 439161826 traces
Processed 439161826 traces
Removed   358824 traces
INFO	2012-12-10 18:51:24	BamMerger	Merging finished, merged file: 8926_4.bam
[Mon Dec 10 18:51:24 GMT 2012] uk.ac.sanger.npg.picard.BamMerger done. Elapsed time: 680.84 minutes.
Runtime.totalMemory()=9371648

------------------------------------------------------------
Sender: LSF System <lsfadmin@sf-5-2-16>
Subject: Job 494309: <prod_PB_cal_score_8926_4_20121209-190404> Done

Job <prod_PB_cal_score_8926_4_20121209-190404> was submitted from host <sf-4-1-02> by user <srpipe> in cluster <seqfarm>.
Job was executed on host(s) <sf-5-2-16>, in queue <srpipeline>, as user <srpipe> in cluster <seqfarm>.
</nfs/users/nfs_s/srpipe> was used as the home directory.
</nfs/sf47/ILorHSany_sf47/analysis/121130_HS9_08926_A_C16HRACXX/Data/Intensities/BAM_basecalls_20121209-190404/PB_cal_bam> was used as the working directory.
Started at Mon Dec 10 07:30:31 2012
Results reported at Mon Dec 10 18:51:25 2012

Your job looked like:

------------------------------------------------------------
# LSBATCH: User input
