read group,format,segment index,segment label,is required,is trimmed,num input reads,num prefiltered reads,num failed reads,num discarded reads,num filtered reads,num trimmed reads,num failures,num matches,num matched bases
Z0192,no trimming,0,insert,False,False,624583,0,610035,0,0,0,610035,14548,3381238
Z0193,no trimming,0,insert,False,False,10871,0,1703,0,0,0,1703,9168,2748626
Z0194,no trimming,0,insert,False,False,39740,0,13528,0,0,0,13528,26212,7892658
Z0195,no trimming,0,insert,False,False,30610,0,27817,0,0,0,27817,2793,813947
Z0196,no trimming,0,insert,False,False,31276,0,27392,0,0,0,27392,3884,1094576
Z0197,no trimming,0,insert,False,False,9773,0,5938,0,0,0,5938,3835,1166897
Z0198,no trimming,0,insert,False,False,5806,0,1858,0,0,0,1858,3948,1199113
Z0199,no trimming,0,insert,False,False,39322,0,23037,0,0,0,23037,16285,4775623
Z0200,no trimming,0,insert,False,False,13329,0,9045,0,0,0,9045,4284,1285503
Z0201,no trimming,0,insert,False,False,94438,0,93787,0,0,0,93787,651,190639
Z0202,no trimming,0,insert,False,False,6043,0,1678,0,0,0,1678,4365,1292030
Z0203,no trimming,0,insert,False,False,4409,0,1658,0,0,0,1658,2751,817309
Z0204,no trimming,0,insert,False,False,11497,0,10779,0,0,0,10779,718,210488
Z0205,no trimming,0,insert,False,False,23378,0,8298,0,0,0,8298,15080,4516536
Z0206,no trimming,0,insert,False,False,17663,0,12561,0,0,0,12561,5102,1485440
Z0207,no trimming,0,insert,False,False,4694,0,1374,0,0,0,1374,3320,949417
Z0208,no trimming,0,insert,False,False,10531,0,7166,0,0,0,7166,3365,1020247
Z0209,no trimming,0,insert,False,False,5389,0,2202,0,0,0,2202,3187,937350
Z0210,no trimming,0,insert,False,False,48363,0,45519,0,0,0,45519,2844,811006
Z0211,no trimming,0,insert,False,False,6026,0,1225,0,0,0,1225,4801,1372570
Z0212,no trimming,0,insert,False,False,6158,0,1842,0,0,0,1842,4316,1249294
Z0213,no trimming,0,insert,False,False,114124,0,109173,0,0,0,109173,4951,1234933
Z0214,no trimming,0,insert,False,False,8918,0,6155,0,0,0,6155,2763,836619
Z0215,no trimming,0,insert,False,False,4133,0,3061,0,0,0,3061,1072,310307
Z0216,no trimming,0,insert,False,False,4976,0,3346,0,0,0,3346,1630,494264
Z0217,no trimming,0,insert,False,False,5829,0,1362,0,0,0,1362,4467,1301110
Z0218,no trimming,0,insert,False,False,42093,0,28945,0,0,0,28945,13148,3941348
Z0219,no trimming,0,insert,False,False,5758,0,2133,0,0,0,2133,3625,1040460
Z0220,no trimming,0,insert,False,False,2917,0,679,0,0,0,679,2238,634982
Z0221,no trimming,0,insert,False,False,216849,0,213748,0,0,0,213748,3101,811595
Z0222,no trimming,0,insert,False,False,34090,0,23686,0,0,0,23686,10404,3103200
Z0223,no trimming,0,insert,False,False,8507,0,2811,0,0,0,2811,5696,1724263
Z0224,no trimming,0,insert,False,False,1151106,0,1143492,0,0,0,1143492,7614,1911672
Z0225,no trimming,0,insert,False,False,58816,0,55453,0,0,0,55453,3363,1000665
Z0226,no trimming,0,insert,False,False,6950,0,5835,0,0,0,5835,1115,322877
Z0227,no trimming,0,insert,False,False,18242,0,12485,0,0,0,12485,5757,1679151
Z0228,no trimming,0,insert,False,False,6603,0,5451,0,0,0,5451,1152,331149
Z0229,no trimming,0,insert,False,False,3867,0,2491,0,0,0,2491,1376,397846
Z0230,no trimming,0,insert,False,False,41159,0,23524,0,0,0,23524,17635,5297329
Z0231,no trimming,0,insert,False,False,7600,0,1845,0,0,0,1845,5755,1693957
Z0232,no trimming,0,insert,False,False,11218,0,8923,0,0,0,8923,2295,697581
Z0233,no trimming,0,insert,False,False,1758244,0,824265,0,0,0,824265,933979,223355029
Z0234,no trimming,0,insert,False,False,14886,0,10772,0,0,0,10772,4114,1206854
Z0235,no trimming,0,insert,False,False,86248,0,79691,0,0,0,79691,6557,1960457
Z0236,no trimming,0,insert,False,False,12224,0,3024,0,0,0,3024,9200,2776108
Z0237,no trimming,0,insert,False,False,25308,0,11466,0,0,0,11466,13842,4126220
Z0238,no trimming,0,insert,False,False,55422,0,51395,0,0,0,51395,4027,1201900
Z0239,no trimming,0,insert,False,False,4267,0,3356,0,0,0,3356,911,264259
Z0240,no trimming,0,insert,False,False,50815,0,34812,0,0,0,34812,16003,4794578
Z0241,no trimming,0,insert,False,False,6761,0,3645,0,0,0,3645,3116,905883
Z0242,no trimming,0,insert,False,False,18473,0,14154,0,0,0,14154,4319,1290618
Z0243,no trimming,0,insert,False,False,4826,0,2237,0,0,0,2237,2589,782968
Z0244,no trimming,0,insert,False,False,9031,0,2354,0,0,0,2354,6677,1928588
Z0245,no trimming,0,insert,False,False,2043,0,879,0,0,0,879,1164,341969
Z0246,no trimming,0,insert,False,False,4396,0,1356,0,0,0,1356,3040,909440
Z0247,no trimming,0,insert,False,False,54706,0,40809,0,0,0,40809,13896,4257785
Z0248,no trimming,0,insert,False,False,46950,0,35843,0,0,0,35843,11107,3361283
Z0249,no trimming,0,insert,False,False,33540,0,17695,0,0,0,17695,15845,4815305
Z0250,no trimming,0,insert,False,False,1857,0,932,0,0,0,932,925,267141
Z0251,no trimming,0,insert,False,False,31493,0,19378,0,0,0,19378,12115,3673722
Z0252,no trimming,0,insert,False,False,161766,0,159039,0,0,0,159039,2727,747260
Z0253,no trimming,0,insert,False,False,3537,0,1059,0,0,0,1059,2478,735570
Z0254,no trimming,0,insert,False,False,36719,0,17560,0,0,0,17560,19159,5802894
Z0255,no trimming,0,insert,False,False,25168,0,19465,0,0,0,19465,5703,1713155
Z0256,no trimming,0,insert,False,False,112825,0,107369,0,0,0,107369,5456,1459336
Z0257,no trimming,0,insert,False,False,82138,0,66087,0,0,0,66087,16051,4770935
Z0258,no trimming,0,insert,False,False,14815,0,3363,0,0,0,3363,11452,3416526
Z0259,no trimming,0,insert,False,False,162743,0,150669,0,0,0,150669,12074,3601955
Z0260,no trimming,0,insert,False,False,16188,0,5973,0,0,0,5973,10215,3122184
Z0261,no trimming,0,insert,False,False,203793,0,175584,0,0,0,175584,28209,8395657
Z0262,no trimming,0,insert,False,False,19113,0,3000,0,0,0,3000,16113,4853993
Z0263,no trimming,0,insert,False,False,4285,0,3404,0,0,0,3404,881,255016
Z0264,no trimming,0,insert,False,False,4925,0,1247,0,0,0,1247,3678,1084924
Z0265,no trimming,0,insert,False,False,9654,0,7310,0,0,0,7310,2344,705209
Z0266,no trimming,0,insert,False,False,2874,0,645,0,0,0,645,2229,643499
Z0267,no trimming,0,insert,False,False,7637456,0,7547136,0,0,0,7547136,90320,19906447
Z0268,no trimming,0,insert,False,False,5029,0,4164,0,0,0,4164,865,253009
Z0269,no trimming,0,insert,False,False,5208,0,1189,0,0,0,1189,4019,1188444
Z0270,no trimming,0,insert,False,False,22705,0,19866,0,0,0,19866,2839,864454
Z0271,no trimming,0,insert,False,False,3575,0,2423,0,0,0,2423,1152,334237
Z0272,no trimming,0,insert,False,False,9708,0,4124,0,0,0,4124,5584,1619115
Z0273,no trimming,0,insert,False,False,7690,0,4338,0,0,0,4338,3352,1002770
Z0274,no trimming,0,insert,False,False,21997,0,18846,0,0,0,18846,3151,921779
Z0275,no trimming,0,insert,False,False,55440,0,39638,0,0,0,39638,15802,4676186
Z0276,no trimming,0,insert,False,False,30051,0,17451,0,0,0,17451,12600,3796421
Z0277,no trimming,0,insert,False,False,4637,0,2461,0,0,0,2461,2176,645382
Z0278,no trimming,0,insert,False,False,17163,0,4376,0,0,0,4376,12787,3890490
Z0279,no trimming,0,insert,False,False,11390,0,2833,0,0,0,2833,8557,2575874
Z0280,no trimming,0,insert,False,False,2386,0,455,0,0,0,455,1931,551729
Z0281,no trimming,0,insert,False,False,28560,0,25780,0,0,0,25780,2780,828517
Z0282,no trimming,0,insert,False,False,11194,0,4407,0,0,0,4407,6786,1896814
Z0283,no trimming,0,insert,False,False,42655,0,38611,0,0,0,38611,4044,1185561
Z0284,no trimming,0,insert,False,False,3058,0,1154,0,0,0,1154,1904,538648
Z0285,no trimming,0,insert,False,False,43939,0,41541,0,0,0,41541,2398,709329
Z0286,no trimming,0,insert,False,False,135352,0,115497,0,0,0,115497,19855,5937568
Z0287,no trimming,0,insert,False,False,28057,0,23993,0,0,0,23993,4064,1194116
Z0288,no trimming,0,insert,False,False,7648,0,3981,0,0,0,3981,3667,1084858
Z0289,no trimming,0,insert,False,False,13214,0,12009,0,0,0,12009,1205,347577
Z0290,no trimming,0,insert,False,False,9205,0,5741,0,0,0,5741,3464,1018755
Z0291,no trimming,0,insert,False,False,65836,0,48469,0,0,0,48469,17367,5142987
Z0292,no trimming,0,insert,False,False,1423,0,597,0,0,0,597,826,241287
Z0293,no trimming,0,insert,False,False,20166,0,13965,0,0,0,13965,6201,1796997
Z0294,no trimming,0,insert,False,False,3775,0,911,0,0,0,911,2864,832114
Z0295,no trimming,0,insert,False,False,58748,0,53655,0,0,0,53655,5093,1371789
Z0296,no trimming,0,insert,False,False,6246,0,2614,0,0,0,2614,3632,1059289
Z0297,no trimming,0,insert,False,False,6197,0,1665,0,0,0,1665,4532,1329885
Z0298,no trimming,0,insert,False,False,17308,0,4646,0,0,0,4646,12662,3836792
Z0299,no trimming,0,insert,False,False,72381,0,68151,0,0,0,68151,4230,1249507
Z0300,no trimming,0,insert,False,False,19805,0,6416,0,0,0,6416,13389,3995935
Z0301,no trimming,0,insert,False,False,35226,0,10780,0,0,0,10780,24446,7460573
Z0302,no trimming,0,insert,False,False,59801,0,47458,0,0,0,47458,12343,3760808
Z0303,no trimming,0,insert,False,False,6826,0,3058,0,0,0,3058,3768,1108025
Z0304,no trimming,0,insert,False,False,18546,0,7603,0,0,0,7603,10943,3219192
Z0305,no trimming,0,insert,False,False,1612869,0,495363,0,0,0,495363,1117498,291857877
Z0306,no trimming,0,insert,False,False,17823,0,3285,0,0,0,3285,14538,4398127
Z0307,no trimming,0,insert,False,False,31225,0,7807,0,0,0,7807,23418,7149963
Z0308,no trimming,0,insert,False,False,6182,0,2134,0,0,0,2134,4048,1179345
Z0309,no trimming,0,insert,False,False,30181,0,24139,0,0,0,24139,6042,1501544
Z0310,no trimming,0,insert,False,False,24226,0,7445,0,0,0,7445,16781,5076677
Z0311,no trimming,0,insert,False,False,121664,0,116395,0,0,0,116395,5269,1426193
Z0312,no trimming,0,insert,False,False,22289,0,7512,0,0,0,7512,14777,4473195
Z0313,no trimming,0,insert,False,False,73925,0,60006,0,0,0,60006,13919,4131020
Z0314,no trimming,0,insert,False,False,23455,0,21238,0,0,0,21238,2217,664434
Z0315,no trimming,0,insert,False,False,3572,0,1010,0,0,0,1010,2562,746437
Z0316,no trimming,0,insert,False,False,14712,0,11832,0,0,0,11832,2880,863181
Z0317,no trimming,0,insert,False,False,47510,0,45299,0,0,0,45299,2211,624980
Z0318,no trimming,0,insert,False,False,20614,0,7265,0,0,0,7265,13349,4046197
Z0319,no trimming,0,insert,False,False,54371,0,50630,0,0,0,50630,3741,1140140
Z0320,no trimming,0,insert,False,False,9958,0,6920,0,0,0,6920,3038,888260
Z0321,no trimming,0,insert,False,False,17721,0,6360,0,0,0,6360,11361,3406470
Z0322,no trimming,0,insert,False,False,24128,0,8945,0,0,0,8945,15183,4604474
Z0323,no trimming,0,insert,False,False,80968,0,77608,0,0,0,77608,3360,1001137
Z0324,no trimming,0,insert,False,False,34207,0,19025,0,0,0,19025,15182,4557710
Z0325,no trimming,0,insert,False,False,257861,0,252744,0,0,0,252744,5117,1463785
Z0326,no trimming,0,insert,False,False,10624,0,3819,0,0,0,3819,6805,1984993
Z0327,no trimming,0,insert,False,False,14957,0,5843,0,0,0,5843,9114,2753233
Z0328,no trimming,0,insert,False,False,16597,0,4630,0,0,0,4630,11967,3623013
Z0329,no trimming,0,insert,False,False,1084104,0,1070412,0,0,0,1070412,13692,3982037
Z0330,no trimming,0,insert,False,False,15781,0,11725,0,0,0,11725,4056,1180495
Z0331,no trimming,0,insert,False,False,6246,0,3418,0,0,0,3418,2828,853277
Z0332,no trimming,0,insert,False,False,4785,0,2366,0,0,0,2366,2419,727256
Z0333,no trimming,0,insert,False,False,51634,0,25887,0,0,0,25887,25747,7774914
Z0334,no trimming,0,insert,False,False,13914,0,10129,0,0,0,10129,3785,1142625
Z0335,no trimming,0,insert,False,False,7335,0,2045,0,0,0,2045,5290,1541860
Z0336,no trimming,0,insert,False,False,13676,0,4639,0,0,0,4639,9037,2551126
Z0337,no trimming,0,insert,False,False,2419,0,1041,0,0,0,1041,1378,397091
Z0338,no trimming,0,insert,False,False,43862,0,38005,0,0,0,38005,5857,1672450
Z0339,no trimming,0,insert,False,False,19658,0,8705,0,0,0,8705,10953,3317134
Z0340,no trimming,0,insert,False,False,41766,0,30700,0,0,0,30700,11066,3311584
Z0341,no trimming,0,insert,False,False,7287,0,1459,0,0,0,1459,5828,1703759
Z0342,no trimming,0,insert,False,False,6264,0,5264,0,0,0,5264,1000,302389
Z0343,no trimming,0,insert,False,False,5085659,0,5082497,0,0,0,5082497,3161,910683
Z0344,no trimming,0,insert,False,False,18583,0,5031,0,0,0,5031,13552,4096822
Z0345,no trimming,0,insert,False,False,10635,0,2624,0,0,0,2624,8011,2327892
Z0346,no trimming,0,insert,False,False,2004,0,1003,0,0,0,1003,1001,292548
Z0347,no trimming,0,insert,False,False,27173,0,23523,0,0,0,23523,3650,1058555
Z0348,no trimming,0,insert,False,False,12412,0,9593,0,0,0,9593,2819,845680
Z0349,no trimming,0,insert,False,False,32203,0,9404,0,0,0,9404,22799,6687275
Z0350,no trimming,0,insert,False,False,24127,0,6484,0,0,0,6484,17643,5349071
Z0351,no trimming,0,insert,False,False,22074,0,18957,0,0,0,18957,3117,937060
Z0352,no trimming,0,insert,False,False,4982,0,2218,0,0,0,2218,2764,783912
Z0353,no trimming,0,insert,False,False,17064,0,12883,0,0,0,12883,4181,1159664
Z0354,no trimming,0,insert,False,False,45885,0,30679,0,0,0,30679,15206,4269954
Z0355,no trimming,0,insert,False,False,22577,0,12241,0,0,0,12241,10336,3148903
Z0356,no trimming,0,insert,False,False,80552,0,65212,0,0,0,65212,15340,4308992
Z0357,no trimming,0,insert,False,False,3800,0,1700,0,0,0,1700,2100,618796
Z0358,no trimming,0,insert,False,False,6207,0,3130,0,0,0,3130,3077,886146
Z0359,no trimming,0,insert,False,False,29838,0,29082,0,0,0,29082,756,215841
Z0360,no trimming,0,insert,False,False,4937,0,2989,0,0,0,2989,1948,552721
Z0361,no trimming,0,insert,False,False,65170,0,61590,0,0,0,61590,3580,1064132
Z0362,no trimming,0,insert,False,False,6488,0,3141,0,0,0,3141,3347,968781
Z0363,no trimming,0,insert,False,False,4041,0,1426,0,0,0,1426,2615,770205
Z0364,no trimming,0,insert,False,False,4009,0,1025,0,0,0,1025,2984,869113
Z0365,no trimming,0,insert,False,False,208076,0,185922,0,0,0,185922,22144,6562924
Z0366,no trimming,0,insert,False,False,12862,0,8411,0,0,0,8411,4451,1343546
Z0367,no trimming,0,insert,False,False,8695,0,6005,0,0,0,6005,2690,775346
Z0368,no trimming,0,insert,False,False,81146,0,74194,0,0,0,74194,6952,2012013
Z0369,no trimming,0,insert,False,False,320074,0,295194,0,0,0,295194,24880,6201856
Z0370,no trimming,0,insert,False,False,115119,0,55972,0,0,0,55972,59147,17655587
Z0371,no trimming,0,insert,False,False,37339,0,34607,0,0,0,34607,2732,735299
Z0372,no trimming,0,insert,False,False,4059,0,1805,0,0,0,1805,2254,682538
Z0373,no trimming,0,insert,False,False,4999,0,1103,0,0,0,1103,3896,1153140
Z0374,no trimming,0,insert,False,False,16934,0,4507,0,0,0,4507,12427,3762900
Z0375,no trimming,0,insert,False,False,152447,0,148351,0,0,0,148351,4096,1197798
Z0376,no trimming,0,insert,False,False,25657,0,4731,0,0,0,4731,20926,6356616
Z0377,no trimming,0,insert,False,False,15850,0,13006,0,0,0,13006,2844,846147
Z0378,no trimming,0,insert,False,False,16874,0,11659,0,0,0,11659,5215,1469300
Z0379,no trimming,0,insert,False,False,4157,0,959,0,0,0,959,3198,939197
Z0380,no trimming,0,insert,False,False,13094,0,3486,0,0,0,3486,9608,2745538
Z0381,no trimming,0,insert,False,False,16174,0,4676,0,0,0,4676,11498,3498375
Z0382,no trimming,0,insert,False,False,2361,0,1327,0,0,0,1327,1034,309668
Z0383,no trimming,0,insert,False,False,8221,0,2466,0,0,0,2466,5755,1672652
Z0384,no trimming,0,insert,False,False,46803,0,26227,0,0,0,26227,20576,6198098
Z0385,no trimming,0,insert,False,False,20948,0,11327,0,0,0,11327,9621,2905241
Z0386,no trimming,0,insert,False,False,158083,0,136696,0,0,0,136696,21387,6464970
Z0387,no trimming,0,insert,False,False,11690,0,5653,0,0,0,5653,6037,1769638
Z0388,no trimming,0,insert,False,False,12178,0,3559,0,0,0,3559,8619,2545138
Z0389,no trimming,0,insert,False,False,13850,0,7883,0,0,0,7883,5967,1806805
Z0390,no trimming,0,insert,False,False,5950,0,1980,0,0,0,1980,3970,1195483
Z0391,no trimming,0,insert,False,False,14607,0,3640,0,0,0,3640,10967,3297600
Z0392,no trimming,0,insert,False,False,28483,0,7126,0,0,0,7126,21357,6468069
Z0393,no trimming,0,insert,False,False,13313,0,4125,0,0,0,4125,9188,2679920
Z0394,no trimming,0,insert,False,False,77869,0,72060,0,0,0,72060,5809,1669442
Z0395,no trimming,0,insert,False,False,4673,0,2536,0,0,0,2536,2137,635153
Z0396,no trimming,0,insert,False,False,8733,0,1900,0,0,0,1900,6833,1960800
Z0397,no trimming,0,insert,False,False,13231,0,8216,0,0,0,8216,5015,1515373
Z0398,no trimming,0,insert,False,False,17880,0,14926,0,0,0,14926,2954,846790
Z0399,no trimming,0,insert,False,False,914273,0,902762,0,0,0,902762,11511,2720838
Z0400,no trimming,0,insert,False,False,22891,0,8784,0,0,0,8784,14107,4233218
Z0401,no trimming,0,insert,False,False,10467,0,5155,0,0,0,5155,5312,1556488
Z0402,no trimming,0,insert,False,False,3946,0,2163,0,0,0,2163,1783,532727
Z0403,no trimming,0,insert,False,False,15399,0,11129,0,0,0,11129,4270,1268496
Z0404,no trimming,0,insert,False,False,8698,0,7280,0,0,0,7280,1418,397955
Z0405,no trimming,0,insert,False,False,150357,0,125674,0,0,0,125674,24683,7256328
Z0406,no trimming,0,insert,False,False,15044,0,10882,0,0,0,10882,4162,1267920
Z0407,no trimming,0,insert,False,False,2340,0,1192,0,0,0,1192,1148,335556
Z0408,no trimming,0,insert,False,False,2853,0,733,0,0,0,733,2120,610541
Z0409,no trimming,0,insert,False,False,2729,0,663,0,0,0,663,2066,606343
Z0410,no trimming,0,insert,False,False,5490,0,1867,0,0,0,1867,3623,1061884
Z0411,no trimming,0,insert,False,False,42401,0,30932,0,0,0,30932,11469,3447725
Z0412,no trimming,0,insert,False,False,7829,0,3864,0,0,0,3864,3965,1234794
Z0413,no trimming,0,insert,False,False,25574,0,16665,0,0,0,16665,8909,2686522
Z0414,no trimming,0,insert,False,False,5911,0,1724,0,0,0,1724,4187,1233733
Z0415,no trimming,0,insert,False,False,1731038,0,1726428,0,0,0,1726428,4610,1257107
Z0416,no trimming,0,insert,False,False,7993,0,2667,0,0,0,2667,5326,1549285
Z0417,no trimming,0,insert,False,False,2974,0,984,0,0,0,984,1990,590438
Z0418,no trimming,0,insert,False,False,12517,0,6446,0,0,0,6446,6071,1779590
Z0419,no trimming,0,insert,False,False,19272,0,5908,0,0,0,5908,13364,4067660
Z0420,no trimming,0,insert,False,False,72646,0,50895,0,0,0,50895,21751,6295096
Z0421,no trimming,0,insert,False,False,27252,0,8748,0,0,0,8748,18504,5608012
Z0422,no trimming,0,insert,False,False,6148,0,1708,0,0,0,1708,4440,1290594
Z0423,no trimming,0,insert,False,False,4057,0,941,0,0,0,941,3116,912018
Z0424,no trimming,0,insert,False,False,43966,0,39173,0,0,0,39173,4793,1407274
Z0425,no trimming,0,insert,False,False,32702,0,20495,0,0,0,20495,12207,3666878
Z0426,no trimming,0,insert,False,False,7411,0,3485,0,0,0,3485,3926,1190391
Z0427,no trimming,0,insert,False,False,7889,0,6812,0,0,0,6812,1077,303707
Z0428,no trimming,0,insert,False,False,19149,0,13825,0,0,0,13825,5324,1491534
Z0429,no trimming,0,insert,False,False,3771,0,1148,0,0,0,1148,2623,744877
Z0430,no trimming,0,insert,False,False,14150,0,7902,0,0,0,7902,6248,1804795
Z0431,no trimming,0,insert,False,False,35437,0,31839,0,0,0,31839,3598,1094603
Z0432,no trimming,0,insert,False,False,3680,0,1150,0,0,0,1150,2530,752319
Z0433,no trimming,0,insert,False,False,5401,0,3448,0,0,0,3448,1953,567931
Z0434,no trimming,0,insert,False,False,20042,0,4076,0,0,0,4076,15966,4841953
Z0435,no trimming,0,insert,False,False,5143,0,1976,0,0,0,1976,3167,941722
Z0436,no trimming,0,insert,False,False,26700,0,9316,0,0,0,9316,17384,5230649
Z0437,no trimming,0,insert,False,False,159097,0,142877,0,0,0,142877,16220,4624949
Z0438,no trimming,0,insert,False,False,37379,0,34537,0,0,0,34537,2842,760902
Z0439,no trimming,0,insert,False,False,6816,0,3785,0,0,0,3785,3031,903717
Z0440,no trimming,0,insert,False,False,27219,0,10029,0,0,0,10029,17190,5181356
Z0441,no trimming,0,insert,False,False,16744,0,11038,0,0,0,11038,5706,1695356
Z0442,no trimming,0,insert,False,False,8741,0,3887,0,0,0,3887,4854,1428891
Z0443,no trimming,0,insert,False,False,5056,0,2318,0,0,0,2318,2738,820030
Z0444,no trimming,0,insert,False,False,5838,0,2129,0,0,0,2129,3709,1090992
Z0445,no trimming,0,insert,False,False,13152,0,3132,0,0,0,3132,10020,2993064
Z0446,no trimming,0,insert,False,False,21798,0,16485,0,0,0,16485,5313,1585350
Z0447,no trimming,0,insert,False,False,24556,0,21203,0,0,0,21203,3353,987406
Z0448,no trimming,0,insert,False,False,26558,0,9266,0,0,0,9266,17292,5071547
Z0449,no trimming,0,insert,False,False,11173,0,8871,0,0,0,8871,2302,677176
Z0450,no trimming,0,insert,False,False,1831154,0,1813579,0,0,0,1813579,17575,4891332
Z0451,no trimming,0,insert,False,False,10487,0,6706,0,0,0,6706,3781,1069991
Z0452,no trimming,0,insert,False,False,6096,0,2224,0,0,0,2224,3872,1157037
Z0453,no trimming,0,insert,False,False,18177,0,5736,0,0,0,5736,12441,3759283
Z0454,no trimming,0,insert,False,False,16857,0,5327,0,0,0,5327,11530,3470436
Z0455,no trimming,0,insert,False,False,28217,0,5646,0,0,0,5646,22571,6650581
Z0456,no trimming,0,insert,False,False,15437,0,10532,0,0,0,10532,4905,1487617
Z0457,no trimming,0,insert,False,False,127837,0,124088,0,0,0,124088,3749,1071280
Z0458,no trimming,0,insert,False,False,57088,0,48877,0,0,0,48877,8211,2462257
Z0459,no trimming,0,insert,False,False,24358,0,15101,0,0,0,15101,9257,2841051
Z0460,no trimming,0,insert,False,False,8976,0,2341,0,0,0,2341,6635,1894048
Z0461,no trimming,0,insert,False,False,6292,0,5374,0,0,0,5374,918,271122
Z0462,no trimming,0,insert,False,False,7172,0,3577,0,0,0,3577,3595,1043594
Z0463,no trimming,0,insert,False,False,22438,0,19561,0,0,0,19561,2877,868719
Z0464,no trimming,0,insert,False,False,19187,0,13606,0,0,0,13606,5581,1652606
Z0465,no trimming,0,insert,False,False,20481,0,7624,0,0,0,7624,12857,3913521
Z0466,no trimming,0,insert,False,False,11811,0,3070,0,0,0,3070,8741,2648263
Z0467,no trimming,0,insert,False,False,431326,0,425604,0,0,0,425604,5722,1503979
Z0468,no trimming,0,insert,False,False,125621,0,122003,0,0,0,122003,3618,913072
Z0469,no trimming,0,insert,False,False,4415,0,2471,0,0,0,2471,1944,589603
Z0470,no trimming,0,insert,False,False,8966,0,3757,0,0,0,3757,5209,1577979
Z0471,no trimming,0,insert,False,False,4339,0,2966,0,0,0,2966,1373,386755
Z0472,no trimming,0,insert,False,False,7532,0,3531,0,0,0,3531,4001,1162113
Z0473,no trimming,0,insert,False,False,21841,0,6717,0,0,0,6717,15124,4617935
Z0474,no trimming,0,insert,False,False,27392,0,19758,0,0,0,19758,7634,2206303
Z0475,no trimming,0,insert,False,False,6526,0,1883,0,0,0,1883,4643,1368514
Z0476,no trimming,0,insert,False,False,9625,0,2173,0,0,0,2173,7452,2219860
Z0477,no trimming,0,insert,False,False,37171,0,20607,0,0,0,20607,16564,4976736
Z0478,no trimming,0,insert,False,False,4807,0,2791,0,0,0,2791,2016,600443
Z0479,no trimming,0,insert,False,False,49353,0,18025,0,0,0,18025,31328,9175451
Z0480,no trimming,0,insert,False,False,11005,0,6240,0,0,0,6240,4765,1382521
Z0481,no trimming,0,insert,False,False,3554,0,799,0,0,0,799,2755,792800
Z0482,no trimming,0,insert,False,False,24115,0,8342,0,0,0,8342,15773,4713286
Z0483,no trimming,0,insert,False,False,7748,0,3025,0,0,0,3025,4723,1390275
Z0484,no trimming,0,insert,False,False,23164,0,21586,0,0,0,21586,1578,449185
Z0485,no trimming,0,insert,False,False,55548,0,53100,0,0,0,53100,2448,732576
Z0486,no trimming,0,insert,False,False,200165,0,181438,0,0,0,181438,18727,5124314
Z0487,no trimming,0,insert,False,False,26566,0,21703,0,0,0,21703,4863,1469395
Z0488,no trimming,0,insert,False,False,11236,0,7189,0,0,0,7189,4047,1221051
Z0489,no trimming,0,insert,False,False,10952,0,5302,0,0,0,5302,5650,1661299
Z0490,no trimming,0,insert,False,False,13216,0,2246,0,0,0,2246,10970,3152828
Z0491,no trimming,0,insert,False,False,3743,0,1388,0,0,0,1388,2355,709745
Z0492,no trimming,0,insert,False,False,10103,0,5262,0,0,0,5262,4841,1457374
Z0493,no trimming,0,insert,False,False,241350,0,237194,0,0,0,237194,4155,1147217
Z0494,no trimming,0,insert,False,False,11891,0,5825,0,0,0,5825,6066,1736476
Z0495,no trimming,0,insert,False,False,15144,0,7988,0,0,0,7988,7156,2069630
Z0496,no trimming,0,insert,False,False,10898,0,7985,0,0,0,7985,2913,854799
Z0497,no trimming,0,insert,False,False,7502,0,3565,0,0,0,3565,3937,1188009
Z0498,no trimming,0,insert,False,False,8317,0,3745,0,0,0,3745,4572,1349132
Z0499,no trimming,0,insert,False,False,7228,0,3189,0,0,0,3189,4039,1210598
Z0500,no trimming,0,insert,False,False,11216,0,7040,0,0,0,7040,4176,1214812
Z0501,no trimming,0,insert,False,False,8709,0,4406,0,0,0,4406,4303,1312618
Z0502,no trimming,0,insert,False,False,278805,0,263658,0,0,0,263658,15147,4420945
Z0503,no trimming,0,insert,False,False,11531,0,4411,0,0,0,4411,7120,2064488
Z0504,no trimming,0,insert,False,False,882555,0,879560,0,0,0,879560,2995,750455
Z0505,no trimming,0,insert,False,False,90550,0,88510,0,0,0,88510,2040,610777
Z0506,no trimming,0,insert,False,False,16376,0,13579,0,0,0,13579,2797,845886
Z0507,no trimming,0,insert,False,False,14562,0,9747,0,0,0,9747,4815,1440872
Z0508,no trimming,0,insert,False,False,3891,0,1130,0,0,0,1130,2761,811481
Z0509,no trimming,0,insert,False,False,7069,0,6376,0,0,0,6376,693,198620
Z0510,no trimming,0,insert,False,False,82961,0,76933,0,0,0,76933,6028,1788224
Z0511,no trimming,0,insert,False,False,17654,0,5082,0,0,0,5082,12572,3789486
Z0512,no trimming,0,insert,False,False,12112,0,6990,0,0,0,6990,5122,1489296
Z0513,no trimming,0,insert,False,False,18878,0,3660,0,0,0,3660,15218,4650515
Z0514,no trimming,0,insert,False,False,12413,0,8530,0,0,0,8530,3883,1160269
Z0515,no trimming,0,insert,False,False,661298,0,647503,0,0,0,647503,13795,2963707
Z0516,no trimming,0,insert,False,False,18751,0,5982,0,0,0,5982,12769,3893594
Z0517,no trimming,0,insert,False,False,15489,0,4872,0,0,0,4872,10617,3197808
