read group,format,segment index,segment label,is required,is trimmed,num input reads,num prefiltered reads,num failed reads,num discarded reads,num filtered reads,num trimmed reads,num failures,num matches,num matched bases
UGAv3-951,no trimming,0,insert,False,False,10550,0,5744,0,0,0,5744,4806,1366380
UGAv3-952,no trimming,0,insert,False,False,263591,0,238173,0,0,0,238173,25418,7291846
UGAv3-954,no trimming,0,insert,False,False,4797,0,1707,0,0,0,1707,3090,934622
UGAv3-955,no trimming,0,insert,False,False,84159,0,70125,0,0,0,70125,14034,4239435
UGAv3-956,no trimming,0,insert,False,False,5843,0,1684,0,0,0,1684,4159,1271024
UGAv3-957,no trimming,0,insert,False,False,5992,0,2393,0,0,0,2393,3599,1078426
UGAv3-958,no trimming,0,insert,False,False,20698,0,14780,0,0,0,14780,5918,1812021
UGAv3-959,no trimming,0,insert,False,False,350527,0,340322,0,0,0,340322,10205,2452391
UGAv3-960,no trimming,0,insert,False,False,3299,0,971,0,0,0,971,2328,670674
UGAv3-961,no trimming,0,insert,False,False,93796,0,85385,0,0,0,85385,8411,2488931
UGAv3-962,no trimming,0,insert,False,False,15051,0,7345,0,0,0,7345,7706,2323581
UGAv3-963,no trimming,0,insert,False,False,39848,0,26003,0,0,0,26003,13845,3922578
UGAv3-964,no trimming,0,insert,False,False,1887429,0,1844525,0,0,0,1844525,42903,9863296
UGAv3-965,no trimming,0,insert,False,False,28748,0,24121,0,0,0,24121,4627,1317876
UGAv3-966,no trimming,0,insert,False,False,22183,0,11248,0,0,0,11248,10935,3277191
UGAv3-967,no trimming,0,insert,False,False,3170,0,592,0,0,0,592,2578,741423
UGAv3-968,no trimming,0,insert,False,False,9733,0,5864,0,0,0,5864,3869,1149755
UGAv3-969,no trimming,0,insert,False,False,347151,0,326332,0,0,0,326332,20818,6139495
UGAv3-970,no trimming,0,insert,False,False,41947,0,39488,0,0,0,39488,2459,736562
UGAv3-971,no trimming,0,insert,False,False,31923,0,17183,0,0,0,17183,14740,4428620
UGAv3-973,no trimming,0,insert,False,False,19755,0,18259,0,0,0,18259,1496,434938
UGAv3-974,no trimming,0,insert,False,False,11580,0,3240,0,0,0,3240,8340,2530184
UGAv3-975,no trimming,0,insert,False,False,22741,0,19118,0,0,0,19118,3623,1033074
UGAv3-977,no trimming,0,insert,False,False,42354,0,38932,0,0,0,38932,3422,1018691
UGAv3-978,no trimming,0,insert,False,False,30509,0,27803,0,0,0,27803,2706,727636
UGAv3-979,no trimming,0,insert,False,False,13379,0,3834,0,0,0,3834,9545,2774010
UGAv3-980,no trimming,0,insert,False,False,6647,0,2207,0,0,0,2207,4440,1351414
UGAv3-981,no trimming,0,insert,False,False,113632,0,107317,0,0,0,107317,6315,1897364
UGAv3-982,no trimming,0,insert,False,False,91628,0,87926,0,0,0,87926,3702,1094135
UGAv3-983,no trimming,0,insert,False,False,59429,0,22018,0,0,0,22018,37411,11109164
UGAv3-985,no trimming,0,insert,False,False,6683,0,1889,0,0,0,1889,4794,1401926
UGAv3-986,no trimming,0,insert,False,False,4289,0,1611,0,0,0,1611,2678,812324
UGAv3-987,no trimming,0,insert,False,False,7991,0,4485,0,0,0,4485,3506,1054686
UGAv3-989,no trimming,0,insert,False,False,20551,0,14773,0,0,0,14773,5778,1716503
UGAv3-990,no trimming,0,insert,False,False,7305,0,4539,0,0,0,4539,2766,781199
UGAv3-991,no trimming,0,insert,False,False,49803,0,46343,0,0,0,46343,3460,1044071
UGAv3-993,no trimming,0,insert,False,False,8050,0,5967,0,0,0,5967,2083,561989
UGAv3-995,no trimming,0,insert,False,False,5926,0,1475,0,0,0,1475,4451,1271511
UGAv3-997,no trimming,0,insert,False,False,3440,0,2377,0,0,0,2377,1063,302628
UGAv3-998,no trimming,0,insert,False,False,6088,0,4718,0,0,0,4718,1370,397682
UGAv3-999,no trimming,0,insert,False,False,7169,0,3329,0,0,0,3329,3840,1123913
UNKN,no trimming,0,insert,False,False,543746248,0,388099835,0,0,0,388099835,155646413,48264765058
Z0001,10x V3 5p,0,start,False,True,2776578916,0,904717695,0,0,1871861221,505570269,2983375,5729997
Z0001,10x V3 5p,1,Illumina R1 adapter,True,True,2776578916,0,904717695,0,0,1871861221,262506,1871861221,41238694121
Z0001,10x V3 5p,2,CBC,True,True,2776578916,0,904717695,0,0,1871861221,255434297,1871861221,29961252155
Z0001,10x V3 5p,3,UMI,True,True,2776578916,0,904717695,0,0,1871861221,53439084,1871861221,22451577574
Z0001,10x V3 5p,4,TSO,True,True,2776578916,0,904717695,0,0,1871861221,89089449,1871861221,24370160938
Z0001,10x V3 5p,5,low quality bases,True,True,2776578916,0,904717695,0,0,1871861221,422,1871861221,5615583663
Z0001,10x V3 5p,6,insert,True,False,2776578916,0,904717695,0,0,1871861221,921668,1871861221,168297350359
Z0001,10x V3 5p,7,discard,False,True,2776578916,0,904717695,0,0,1871861221,0,1860496803,238730425369
Z0001,10x V3 5p,8,R2 adapter,False,True,2776578916,0,904717695,0,0,1871861221,0,582455322,11007842693
Z0001,10x V3 5p,9,end,False,True,2776578916,0,904717695,0,0,1871861221,0,356552197,5302712492
Z0002,10x V3 5p,0,start,False,True,3190586372,0,1064330104,0,0,2126256268,602526754,3463495,8947102
Z0002,10x V3 5p,1,Illumina R1 adapter,True,True,3190586372,0,1064330104,0,0,2126256268,354512,2126256268,46837184086
Z0002,10x V3 5p,2,CBC,True,True,3190586372,0,1064330104,0,0,2126256268,294576103,2126256268,34031907780
Z0002,10x V3 5p,3,UMI,True,True,3190586372,0,1064330104,0,0,2126256268,61024598,2126256268,25501851614
Z0002,10x V3 5p,4,TSO,True,True,3190586372,0,1064330104,0,0,2126256268,104876938,2126256268,27684099843
Z0002,10x V3 5p,5,low quality bases,True,True,3190586372,0,1064330104,0,0,2126256268,474,2126256268,6378768804
Z0002,10x V3 5p,6,insert,True,False,3190586372,0,1064330104,0,0,2126256268,970725,2126256268,191176840760
Z0002,10x V3 5p,7,discard,False,True,3190586372,0,1064330104,0,0,2126256268,0,2113792249,269546816669
Z0002,10x V3 5p,8,R2 adapter,False,True,3190586372,0,1064330104,0,0,2126256268,0,673396596,12760996389
Z0002,10x V3 5p,9,end,False,True,3190586372,0,1064330104,0,0,2126256268,0,414600981,6336030608
Z0003,10x V3 5p,0,start,False,True,2693956021,0,891465195,0,0,1802490826,508416975,3111430,7809663
Z0003,10x V3 5p,1,Illumina R1 adapter,True,True,2693956021,0,891465195,0,0,1802490826,269221,1802490826,39712399377
Z0003,10x V3 5p,2,CBC,True,True,2693956021,0,891465195,0,0,1802490826,245627621,1802490826,28850019886
Z0003,10x V3 5p,3,UMI,True,True,2693956021,0,891465195,0,0,1802490826,51263229,1802490826,21618214937
Z0003,10x V3 5p,4,TSO,True,True,2693956021,0,891465195,0,0,1802490826,85070842,1802490826,23469467330
Z0003,10x V3 5p,5,low quality bases,True,True,2693956021,0,891465195,0,0,1802490826,436,1802490826,5407472478
Z0003,10x V3 5p,6,insert,True,False,2693956021,0,891465195,0,0,1802490826,816871,1802490826,162067826319
Z0003,10x V3 5p,7,discard,False,True,2693956021,0,891465195,0,0,1802490826,0,1792120721,228880392690
Z0003,10x V3 5p,8,R2 adapter,False,True,2693956021,0,891465195,0,0,1802490826,0,577819321,10949503782
Z0003,10x V3 5p,9,end,False,True,2693956021,0,891465195,0,0,1802490826,0,355965812,5408082782
Z0004,10x V3 5p,0,start,False,True,1879601441,0,629548599,0,0,1250052842,349434837,2077416,4702890
Z0004,10x V3 5p,1,Illumina R1 adapter,True,True,1879601441,0,629548599,0,0,1250052842,167824,1250052842,27542236701
Z0004,10x V3 5p,2,CBC,True,True,1879601441,0,629548599,0,0,1250052842,181119018,1250052842,20006985336
Z0004,10x V3 5p,3,UMI,True,True,1879601441,0,629548599,0,0,1250052842,35888301,1250052842,14992498709
Z0004,10x V3 5p,4,TSO,True,True,1879601441,0,629548599,0,0,1250052842,62335964,1250052842,16276098971
Z0004,10x V3 5p,5,low quality bases,True,True,1879601441,0,629548599,0,0,1250052842,267,1250052842,3750158526
Z0004,10x V3 5p,6,insert,True,False,1879601441,0,629548599,0,0,1250052842,602388,1250052842,112391532629
Z0004,10x V3 5p,7,discard,False,True,1879601441,0,629548599,0,0,1250052842,0,1242448367,158464743583
Z0004,10x V3 5p,8,R2 adapter,False,True,1879601441,0,629548599,0,0,1250052842,0,407671360,7757410368
Z0004,10x V3 5p,9,end,False,True,1879601441,0,629548599,0,0,1250052842,0,254390293,3918160827
Z0005,10x-V3-5p-CRISPR,0,start,False,True,232892193,0,36889354,0,0,196002839,25486754,219573,533962
Z0005,10x-V3-5p-CRISPR,1,Illumina R1 adapter,True,True,232892193,0,36889354,0,0,196002839,45242,196002839,4314910119
Z0005,10x-V3-5p-CRISPR,2,CBC,True,True,232892193,0,36889354,0,0,196002839,4742480,196002839,3136847416
Z0005,10x-V3-5p-CRISPR,3,UMI,True,True,232892193,0,36889354,0,0,196002839,6032805,196002839,2353111295
Z0005,10x-V3-5p-CRISPR,4,TSO,True,True,232892193,0,36889354,0,0,196002839,581165,196002839,2548724101
Z0005,10x-V3-5p-CRISPR,5,insert,True,False,232892193,0,36889354,0,0,196002839,908,196002839,20657947181
Z0005,10x-V3-5p-CRISPR,6,R2 adapter,False,True,232892193,0,36889354,0,0,196002839,0,175086953,3831674308
Z0005,10x-V3-5p-CRISPR,7,end,False,True,232892193,0,36889354,0,0,196002839,0,172572735,1809477436
Z0006,10x-V3-5p-CRISPR,0,start,False,True,175820756,0,27687964,0,0,148132792,19002615,163179,687744
Z0006,10x-V3-5p-CRISPR,1,Illumina R1 adapter,True,True,175820756,0,27687964,0,0,148132792,40098,148132792,3261592349
Z0006,10x-V3-5p-CRISPR,2,CBC,True,True,175820756,0,27687964,0,0,148132792,3561813,148132792,2370542832
Z0006,10x-V3-5p-CRISPR,3,UMI,True,True,175820756,0,27687964,0,0,148132792,4618146,148132792,1778291159
Z0006,10x-V3-5p-CRISPR,4,TSO,True,True,175820756,0,27687964,0,0,148132792,464683,148132792,1926280975
Z0006,10x-V3-5p-CRISPR,5,insert,True,False,175820756,0,27687964,0,0,148132792,609,148132792,15692884943
Z0006,10x-V3-5p-CRISPR,6,R2 adapter,False,True,175820756,0,27687964,0,0,148132792,0,131034422,2866618076
Z0006,10x-V3-5p-CRISPR,7,end,False,True,175820756,0,27687964,0,0,148132792,0,129065931,1387709103
Z0007,10x-V3-5p-CRISPR,0,start,False,True,126154697,0,19019665,0,0,107135032,13074821,107687,279152
Z0007,10x-V3-5p-CRISPR,1,Illumina R1 adapter,True,True,126154697,0,19019665,0,0,107135032,16591,107135032,2359495083
Z0007,10x-V3-5p-CRISPR,2,CBC,True,True,126154697,0,19019665,0,0,107135032,2502540,107135032,1714714686
Z0007,10x-V3-5p-CRISPR,3,UMI,True,True,126154697,0,19019665,0,0,107135032,3152311,107135032,1286594697
Z0007,10x-V3-5p-CRISPR,4,TSO,True,True,126154697,0,19019665,0,0,107135032,272867,107135032,1393110273
Z0007,10x-V3-5p-CRISPR,5,insert,True,False,126154697,0,19019665,0,0,107135032,535,107135032,10868837490
Z0007,10x-V3-5p-CRISPR,6,R2 adapter,False,True,126154697,0,19019665,0,0,107135032,0,98162505,2148768402
Z0007,10x-V3-5p-CRISPR,7,end,False,True,126154697,0,19019665,0,0,107135032,0,96776652,1016697747
Z0008,10x-V3-5p-CRISPR,0,start,False,True,124319983,0,17318596,0,0,107001387,11240956,117544,381611
Z0008,10x-V3-5p-CRISPR,1,Illumina R1 adapter,True,True,124319983,0,17318596,0,0,107001387,14076,107001387,2355834298
Z0008,10x-V3-5p-CRISPR,2,CBC,True,True,124319983,0,17318596,0,0,107001387,2580191,107001387,1712294800
Z0008,10x-V3-5p-CRISPR,3,UMI,True,True,124319983,0,17318596,0,0,107001387,3230622,107001387,1284667983
Z0008,10x-V3-5p-CRISPR,4,TSO,True,True,124319983,0,17318596,0,0,107001387,252258,107001387,1391381184
Z0008,10x-V3-5p-CRISPR,5,insert,True,False,124319983,0,17318596,0,0,107001387,493,107001387,10643460981
Z0008,10x-V3-5p-CRISPR,6,R2 adapter,False,True,124319983,0,17318596,0,0,107001387,0,99263637,2175521713
Z0008,10x-V3-5p-CRISPR,7,end,False,True,124319983,0,17318596,0,0,107001387,0,98151379,977089681
Z0009,no trimming,0,insert,False,False,9834,0,3618,0,0,0,3618,6216,1172388
Z0010,no trimming,0,insert,False,False,15354,0,7603,0,0,0,7603,7751,1620917
Z0011,no trimming,0,insert,False,False,12107,0,5557,0,0,0,5557,6550,1892752
Z0012,no trimming,0,insert,False,False,16755,0,11795,0,0,0,11795,4960,1441785
Z0013,no trimming,0,insert,False,False,193221,0,175831,0,0,0,175831,17389,4506538
Z0014,no trimming,0,insert,False,False,4335,0,3085,0,0,0,3085,1250,353187
Z0015,no trimming,0,insert,False,False,89551,0,61964,0,0,0,61964,27587,7686508
Z0016,no trimming,0,insert,False,False,56246,0,21638,0,0,0,21638,34608,4442845
Z0017,no trimming,0,insert,False,False,5566,0,1584,0,0,0,1584,3982,1157577
Z0018,no trimming,0,insert,False,False,74148,0,28634,0,0,0,28634,45514,6439847
Z0019,no trimming,0,insert,False,False,60426,0,21441,0,0,0,21441,38985,5044336
Z0020,no trimming,0,insert,False,False,24278,0,14409,0,0,0,14409,9869,2975962
Z0021,no trimming,0,insert,False,False,59989,0,17861,0,0,0,17861,42128,5855613
Z0022,no trimming,0,insert,False,False,12619,0,5971,0,0,0,5971,6648,1324864
Z0023,no trimming,0,insert,False,False,31055,0,7882,0,0,0,7882,23173,6451989
Z0024,no trimming,0,insert,False,False,26383,0,12093,0,0,0,12093,14290,4234738
Z0025,no trimming,0,insert,False,False,16270,0,9633,0,0,0,9633,6637,2004808
Z0026,no trimming,0,insert,False,False,29783,0,19851,0,0,0,19851,9932,3024664
Z0027,no trimming,0,insert,False,False,15856,0,5294,0,0,0,5294,10562,3133800
Z0028,no trimming,0,insert,False,False,15653,0,10219,0,0,0,10219,5434,1559016
Z0029,no trimming,0,insert,False,False,23811,0,9300,0,0,0,9300,14511,4411985
Z0030,no trimming,0,insert,False,False,37855,0,26091,0,0,0,26091,11764,3570344
Z0031,no trimming,0,insert,False,False,72454,0,70184,0,0,0,70184,2270,632962
Z0032,no trimming,0,insert,False,False,52959,0,40524,0,0,0,40524,12435,3699915
Z0033,no trimming,0,insert,False,False,32306,0,25185,0,0,0,25185,7121,2030293
Z0034,no trimming,0,insert,False,False,157222,0,150162,0,0,0,150162,7060,1940581
Z0035,no trimming,0,insert,False,False,17346,0,10875,0,0,0,10875,6471,1902047
Z0036,no trimming,0,insert,False,False,5838,0,2466,0,0,0,2466,3372,1020235
Z0037,no trimming,0,insert,False,False,3628,0,1061,0,0,0,1061,2567,749701
Z0038,no trimming,0,insert,False,False,4294,0,1430,0,0,0,1430,2864,835107
Z0039,no trimming,0,insert,False,False,18691,0,8269,0,0,0,8269,10422,3159703
Z0040,no trimming,0,insert,False,False,3582,0,2014,0,0,0,2014,1568,453480
Z0041,no trimming,0,insert,False,False,80976,0,76421,0,0,0,76421,4555,1321931
Z0042,no trimming,0,insert,False,False,1848,0,1044,0,0,0,1044,804,235780
Z0043,no trimming,0,insert,False,False,1869,0,636,0,0,0,636,1233,362548
Z0044,no trimming,0,insert,False,False,22306,0,15237,0,0,0,15237,7069,2133876
Z0045,no trimming,0,insert,False,False,12038,0,5231,0,0,0,5231,6807,2045329
Z0046,no trimming,0,insert,False,False,30074,0,29094,0,0,0,29094,980,287898
Z0047,no trimming,0,insert,False,False,11791,0,6079,0,0,0,6079,5712,1676737
Z0048,no trimming,0,insert,False,False,27660,0,9501,0,0,0,9501,18159,5430227
Z0049,no trimming,0,insert,False,False,6483,0,2702,0,0,0,2702,3781,1110663
Z0050,no trimming,0,insert,False,False,18904,0,16247,0,0,0,16247,2657,797277
Z0051,no trimming,0,insert,False,False,57480,0,43777,0,0,0,43777,13703,3971804
Z0052,no trimming,0,insert,False,False,5537,0,3038,0,0,0,3038,2499,752555
Z0053,no trimming,0,insert,False,False,134357,0,129724,0,0,0,129724,4633,1271738
Z0054,no trimming,0,insert,False,False,14053,0,7417,0,0,0,7417,6636,1999765
Z0055,no trimming,0,insert,False,False,7240,0,4752,0,0,0,4752,2488,751926
Z0056,no trimming,0,insert,False,False,14609,0,3692,0,0,0,3692,10917,3293444
Z0057,no trimming,0,insert,False,False,9007,0,7566,0,0,0,7566,1441,414770
Z0058,no trimming,0,insert,False,False,2232595,0,2228750,0,0,0,2228750,3845,1052666
Z0059,no trimming,0,insert,False,False,73258,0,71231,0,0,0,71231,2027,543168
Z0060,no trimming,0,insert,False,False,9699,0,6696,0,0,0,6696,3003,905765
Z0061,no trimming,0,insert,False,False,13114,0,7318,0,0,0,7318,5796,1745167
Z0062,no trimming,0,insert,False,False,21257,0,11591,0,0,0,11591,9666,2903559
Z0063,no trimming,0,insert,False,False,85715,0,78830,0,0,0,78830,6885,1873877
Z0064,no trimming,0,insert,False,False,50536,0,40665,0,0,0,40665,9871,2996760
Z0065,no trimming,0,insert,False,False,290957,0,277091,0,0,0,277091,13866,4126579
Z0066,no trimming,0,insert,False,False,3788,0,1006,0,0,0,1006,2782,802042
Z0067,no trimming,0,insert,False,False,6260,0,1809,0,0,0,1809,4451,1301501
Z0068,no trimming,0,insert,False,False,10821,0,7203,0,0,0,7203,3618,1035804
Z0069,no trimming,0,insert,False,False,9950,0,3230,0,0,0,3230,6720,1951315
Z0070,no trimming,0,insert,False,False,108966,0,106365,0,0,0,106365,2601,693688
Z0071,no trimming,0,insert,False,False,94454,0,89584,0,0,0,89584,4870,1380988
Z0072,no trimming,0,insert,False,False,36004,0,11731,0,0,0,11731,24273,7297661
Z0073,no trimming,0,insert,False,False,5432,0,3479,0,0,0,3479,1953,585380
Z0074,no trimming,0,insert,False,False,5697,0,2008,0,0,0,2008,3689,1090151
Z0075,no trimming,0,insert,False,False,11910,0,8191,0,0,0,8191,3719,1051455
Z0076,no trimming,0,insert,False,False,3730,0,1233,0,0,0,1233,2497,709914
Z0077,no trimming,0,insert,False,False,17899,0,4505,0,0,0,4505,13394,4040571
Z0078,no trimming,0,insert,False,False,10330,0,6437,0,0,0,6437,3893,1121264
Z0079,no trimming,0,insert,False,False,4992,0,1506,0,0,0,1506,3486,1005563
Z0080,no trimming,0,insert,False,False,9485,0,3685,0,0,0,3685,5800,1686783
Z0081,no trimming,0,insert,False,False,23537,0,9029,0,0,0,9029,14508,4393901
Z0082,no trimming,0,insert,False,False,279772,0,275430,0,0,0,275430,4342,1310489
Z0083,no trimming,0,insert,False,False,126020,0,115173,0,0,0,115173,10847,3196648
Z0084,no trimming,0,insert,False,False,93371,0,88528,0,0,0,88528,4843,1379078
Z0085,no trimming,0,insert,False,False,24397,0,8756,0,0,0,8756,15641,4740613
Z0086,no trimming,0,insert,False,False,12429,0,4542,0,0,0,4542,7887,2374687
Z0087,no trimming,0,insert,False,False,11493,0,7143,0,0,0,7143,4350,1314572
Z0088,no trimming,0,insert,False,False,25008,0,5456,0,0,0,5456,19552,5906659
Z0089,no trimming,0,insert,False,False,29390,0,16466,0,0,0,16466,12924,3859439
Z0090,no trimming,0,insert,False,False,7017,0,1501,0,0,0,1501,5516,1619969
Z0091,no trimming,0,insert,False,False,5771,0,2143,0,0,0,2143,3628,1053241
Z0092,no trimming,0,insert,False,False,11711,0,3396,0,0,0,3396,8315,2528834
Z0093,no trimming,0,insert,False,False,332083,0,320028,0,0,0,320028,12055,2812053
Z0094,no trimming,0,insert,False,False,52610,0,44560,0,0,0,44560,8050,2220159
Z0095,no trimming,0,insert,False,False,18495,0,5615,0,0,0,5615,12880,3924051
Z0096,no trimming,0,insert,False,False,7425,0,1721,0,0,0,1721,5704,1663776
Z0097,no trimming,0,insert,False,False,97759,0,84807,0,0,0,84807,12952,3613337
Z0098,no trimming,0,insert,False,False,16488,0,4504,0,0,0,4504,11984,3629855
Z0099,no trimming,0,insert,False,False,2340,0,941,0,0,0,941,1399,412751
Z0100,no trimming,0,insert,False,False,14714,0,9655,0,0,0,9655,5059,1433824
Z0101,no trimming,0,insert,False,False,9532,0,6670,0,0,0,6670,2862,867659
Z0102,no trimming,0,insert,False,False,18122,0,7712,0,0,0,7712,10410,3126927
Z0103,no trimming,0,insert,False,False,33050,0,14151,0,0,0,14151,18899,5689763
Z0104,no trimming,0,insert,False,False,2060,0,1297,0,0,0,1297,763,217338
Z0105,no trimming,0,insert,False,False,17239,0,15444,0,0,0,15444,1795,520274
Z0106,no trimming,0,insert,False,False,37845,0,20690,0,0,0,20690,17155,5181952
Z0107,no trimming,0,insert,False,False,7575,0,3056,0,0,0,3056,4519,1319338
Z0108,no trimming,0,insert,False,False,6252,0,5182,0,0,0,5182,1070,313387
Z0109,no trimming,0,insert,False,False,7777,0,2816,0,0,0,2816,4961,1440141
Z0110,no trimming,0,insert,False,False,4331,0,1093,0,0,0,1093,3238,938048
Z0111,no trimming,0,insert,False,False,25701,0,5761,0,0,0,5761,19940,5983261
Z0112,no trimming,0,insert,False,False,5783,0,3512,0,0,0,3512,2271,632746
Z0113,no trimming,0,insert,False,False,21543,0,8481,0,0,0,8481,13062,3917161
Z0114,no trimming,0,insert,False,False,29268,0,17017,0,0,0,17017,12250,3720092
Z0115,no trimming,0,insert,False,False,61706,0,56231,0,0,0,56231,5475,1315549
Z0116,no trimming,0,insert,False,False,19772,0,6935,0,0,0,6935,12837,3808069
Z0117,no trimming,0,insert,False,False,8678,0,6726,0,0,0,6726,1952,519263
Z0118,no trimming,0,insert,False,False,125772,0,121924,0,0,0,121924,3848,1137058
Z0119,no trimming,0,insert,False,False,16538,0,9709,0,0,0,9709,6829,1977916
Z0120,no trimming,0,insert,False,False,244106,0,241246,0,0,0,241246,2860,748030
Z0121,no trimming,0,insert,False,False,83602,0,80888,0,0,0,80888,2714,807266
Z0122,no trimming,0,insert,False,False,14984,0,10396,0,0,0,10396,4588,1361935
Z0123,no trimming,0,insert,False,False,14141,0,10230,0,0,0,10230,3911,1140351
Z0124,no trimming,0,insert,False,False,8301,0,4214,0,0,0,4214,4087,1179237
Z0125,no trimming,0,insert,False,False,89955,0,65458,0,0,0,65458,24497,7322808
Z0126,no trimming,0,insert,False,False,21904,0,14833,0,0,0,14833,7071,2111156
Z0127,no trimming,0,insert,False,False,3987,0,820,0,0,0,820,3167,930786
Z0128,no trimming,0,insert,False,False,162373,0,157730,0,0,0,157730,4643,1378923
Z0129,no trimming,0,insert,False,False,33286,0,30041,0,0,0,30041,3245,970444
Z0130,no trimming,0,insert,False,False,5738,0,1143,0,0,0,1143,4595,1311789
Z0131,no trimming,0,insert,False,False,1938,0,1101,0,0,0,1101,837,247571
Z0132,no trimming,0,insert,False,False,11325,0,1972,0,0,0,1972,9353,2717530
Z0133,no trimming,0,insert,False,False,15473,0,3515,0,0,0,3515,11958,3627914
Z0134,no trimming,0,insert,False,False,17087,0,5182,0,0,0,5182,11905,3619972
Z0135,no trimming,0,insert,False,False,1550,0,547,0,0,0,547,1003,291564
Z0136,no trimming,0,insert,False,False,16614,0,4556,0,0,0,4556,12058,3683188
Z0137,no trimming,0,insert,False,False,12915,0,6161,0,0,0,6161,6754,1917358
Z0138,no trimming,0,insert,False,False,17165,0,12859,0,0,0,12859,4306,1312522
Z0139,no trimming,0,insert,False,False,84078,0,78370,0,0,0,78370,5708,1655417
Z0140,no trimming,0,insert,False,False,22633,0,17821,0,0,0,17821,4812,1443631
Z0141,no trimming,0,insert,False,False,688102,0,674318,0,0,0,674318,13784,4086720
Z0142,no trimming,0,insert,False,False,19168,0,16220,0,0,0,16220,2948,832145
Z0143,no trimming,0,insert,False,False,13453,0,8535,0,0,0,8535,4918,1501695
Z0144,no trimming,0,insert,False,False,61049,0,57075,0,0,0,57075,3974,1164943
Z0145,no trimming,0,insert,False,False,48549,0,45577,0,0,0,45577,2972,886754
Z0146,no trimming,0,insert,False,False,19720,0,17609,0,0,0,17609,2111,591100
Z0147,no trimming,0,insert,False,False,2249,0,1462,0,0,0,1462,787,231674
Z0148,no trimming,0,insert,False,False,8896,0,5571,0,0,0,5571,3325,1006807
Z0149,no trimming,0,insert,False,False,9022,0,4130,0,0,0,4130,4892,1401525
Z0150,no trimming,0,insert,False,False,2072,0,1537,0,0,0,1537,535,150753
Z0151,no trimming,0,insert,False,False,56246,0,47192,0,0,0,47192,9054,2556521
Z0152,no trimming,0,insert,False,False,143859,0,135304,0,0,0,135304,8555,2450634
Z0153,no trimming,0,insert,False,False,57774,0,13505,0,0,0,13505,44269,13139668
Z0154,no trimming,0,insert,False,False,7934,0,2549,0,0,0,2549,5385,1607460
Z0155,no trimming,0,insert,False,False,23712,0,8949,0,0,0,8949,14763,4486981
Z0156,no trimming,0,insert,False,False,16855,0,6928,0,0,0,6928,9927,3007304
Z0157,no trimming,0,insert,False,False,46920,0,44432,0,0,0,44432,2488,725075
Z0158,no trimming,0,insert,False,False,7230,0,2404,0,0,0,2404,4826,1420023
Z0159,no trimming,0,insert,False,False,902,0,382,0,0,0,382,520,152527
Z0160,no trimming,0,insert,False,False,119484,0,102467,0,0,0,102467,17017,5149489
Z0161,no trimming,0,insert,False,False,13758,0,7216,0,0,0,7216,6542,1914562
Z0162,no trimming,0,insert,False,False,18378,0,4626,0,0,0,4626,13752,4185934
Z0163,no trimming,0,insert,False,False,17156,0,6606,0,0,0,6606,10550,3220929
Z0164,no trimming,0,insert,False,False,1000272,0,992792,0,0,0,992792,7480,2034990
Z0165,no trimming,0,insert,False,False,6141,0,2605,0,0,0,2605,3536,1070839
Z0166,no trimming,0,insert,False,False,19260,0,10578,0,0,0,10578,8682,2498151
Z0167,no trimming,0,insert,False,False,21892,0,17532,0,0,0,17532,4360,1188227
Z0168,no trimming,0,insert,False,False,25761,0,12621,0,0,0,12621,13140,3974755
Z0169,no trimming,0,insert,False,False,138254,0,134983,0,0,0,134983,3271,973619
Z0170,no trimming,0,insert,False,False,22257,0,7545,0,0,0,7545,14712,4413915
Z0171,no trimming,0,insert,False,False,22264,0,18484,0,0,0,18484,3780,1125331
Z0172,no trimming,0,insert,False,False,41101,0,13730,0,0,0,13730,27371,8239163
Z0173,no trimming,0,insert,False,False,18321,0,12753,0,0,0,12753,5568,1631437
Z0174,no trimming,0,insert,False,False,8625,0,3213,0,0,0,3213,5412,1543880
Z0175,no trimming,0,insert,False,False,9718,0,6047,0,0,0,6047,3671,1080769
Z0176,no trimming,0,insert,False,False,18790,0,3652,0,0,0,3652,15138,4567124
Z0177,no trimming,0,insert,False,False,19250,0,17388,0,0,0,17388,1862,538653
Z0178,no trimming,0,insert,False,False,103753,0,95799,0,0,0,95799,7953,2201410
Z0179,no trimming,0,insert,False,False,5387,0,1190,0,0,0,1190,4197,1224184
Z0180,no trimming,0,insert,False,False,2833,0,881,0,0,0,881,1952,577090
Z0181,no trimming,0,insert,False,False,29277,0,13734,0,0,0,13734,15543,4701965
Z0182,no trimming,0,insert,False,False,8203,0,5207,0,0,0,5207,2996,875448
Z0183,no trimming,0,insert,False,False,18506,0,14069,0,0,0,14069,4437,1291118
Z0184,no trimming,0,insert,False,False,16125,0,6968,0,0,0,6968,9157,2777389
Z0185,no trimming,0,insert,False,False,431271,0,424629,0,0,0,424629,6642,1648627
Z0186,no trimming,0,insert,False,False,14585,0,7200,0,0,0,7200,7385,2138756
Z0187,no trimming,0,insert,False,False,27590,0,9565,0,0,0,9565,18025,5452963
Z0188,no trimming,0,insert,False,False,1708327,0,1689499,0,0,0,1689499,18827,4382588
Z0189,no trimming,0,insert,False,False,43237,0,27881,0,0,0,27881,15356,4652083
Z0190,no trimming,0,insert,False,False,6950,0,3370,0,0,0,3370,3580,1048217
Z0191,no trimming,0,insert,False,False,65647,0,53641,0,0,0,53641,12006,3606924
